id,text,,doccano_art_id,sentence_id,current_sentence_section,previous_sentence_section,previous_sentence,next_sentence_section,next_sentence,label,Comments
2644,"In order to outsmart the adversary, Ǧ develops the parameters θ ǧ during training to maximize the performance loss, but on the contrary, Ď develops the parameters θ ď to minimize the loss: θ ǧ = argmax L(ŷ, y) (2) θ ď = argmin L(ŷ, y) Numerous studies have confirmed that the twoplayer minmax game enables both Ǧ and Ď to improve their methods (Goodfellow et al., 2014;Liu and Tuzel, 2016;Huang et al., 2017).",501,5,40,Generative Adversarial Network,Generative Adversarial Network,"On the other side, Ď (""a hapless professor"") has to avoid being deceived, and struggles to correctly detect events no matter whether it encounters x or z.",Regulation with Memory Suppressor,"Using a memory suppressor, we try to optimize the diligent student G. The goal is to enable G to be as dissimilar as possible to the troublemaker Ǧ.",NC,
2645,"Using a memory suppressor, we try to optimize the diligent student G. The goal is to enable G to be as dissimilar as possible to the troublemaker Ǧ.",502,5,41,Regulation with Memory Suppressor,Generative Adversarial Network,"In order to outsmart the adversary, Ǧ develops the parameters θ ǧ during training to maximize the performance loss, but on the contrary, Ď develops the parameters θ ď to minimize the loss: θ ǧ = argmax L(ŷ, y) (2) θ ď = argmin L(ŷ, y) Numerous studies have confirmed that the twoplayer minmax game enables both Ǧ and Ď to improve their methods (Goodfellow et al., 2014;Liu and Tuzel, 2016;Huang et al., 2017).",Regulation with Memory Suppressor,The suppressor uses the output o ǧ of Ǧ as a reference resource which should be full of spurious features.,NC,
2646,The suppressor uses the output o ǧ of Ǧ as a reference resource which should be full of spurious features.,503,5,42,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"Using a memory suppressor, we try to optimize the diligent student G. The goal is to enable G to be as dissimilar as possible to the troublemaker Ǧ.",Regulation with Memory Suppressor,"On the basis, it looks over the output o g of G, so as to verify whether the features in o g are different to those in o ǧ.",NC,
2647,"On the basis, it looks over the output o g of G, so as to verify whether the features in o g are different to those in o ǧ.",504,5,43,Regulation with Memory Suppressor,Regulation with Memory Suppressor,The suppressor uses the output o ǧ of Ǧ as a reference resource which should be full of spurious features.,Regulation with Memory Suppressor,"If very different, the suppressor allows G to preserve the memory (viz., θ g in G(x, θ g )), otherwise update.",NC,
2648,"If very different, the suppressor allows G to preserve the memory (viz., θ g in G(x, θ g )), otherwise update.",505,5,44,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"On the basis, it looks over the output o g of G, so as to verify whether the features in o g are different to those in o ǧ.",Regulation with Memory Suppressor,"In other word, for G, the suppressor forcibly erases the memory which may result in the generation of spurious features.",NC,
2649,"In other word, for G, the suppressor forcibly erases the memory which may result in the generation of spurious features.",506,5,45,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"If very different, the suppressor allows G to preserve the memory (viz., θ g in G(x, θ g )), otherwise update.",Regulation with Memory Suppressor,We call this the self-regulation.,NC,
2650,We call this the self-regulation.,507,5,46,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"In other word, for G, the suppressor forcibly erases the memory which may result in the generation of spurious features.",Regulation with Memory Suppressor,Self-regulation is performed for the whole sentence which is fed into G and Ǧ.,NC,
2651,Self-regulation is performed for the whole sentence which is fed into G and Ǧ.,508,5,47,Regulation with Memory Suppressor,Regulation with Memory Suppressor,We call this the self-regulation.,Regulation with Memory Suppressor,"Assume that O g is a matrix, constituted with a series of feature vectors, i.e., the vectors generated by G for all the tokens in an input sentence (o g ∈ O g ), while O ǧ is another feature matrix, generated by Ǧ for the tokens (o ǧ ∈ O ǧ).",NC,
2652,"Assume that O g is a matrix, constituted with a series of feature vectors, i.e., the vectors generated by G for all the tokens in an input sentence (o g ∈ O g ), while O ǧ is another feature matrix, generated by Ǧ for the tokens (o ǧ ∈ O ǧ).",509,5,48,Regulation with Memory Suppressor,Regulation with Memory Suppressor,Self-regulation is performed for the whole sentence which is fed into G and Ǧ.,Regulation with Memory Suppressor,"Thus, we utilize the matrix approximation between O g and O ǧ for measuring the loss of self-regulation learning L dif f .",NC,
2653,"Thus, we utilize the matrix approximation between O g and O ǧ for measuring the loss of self-regulation learning L dif f .",510,5,49,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"Assume that O g is a matrix, constituted with a series of feature vectors, i.e., the vectors generated by G for all the tokens in an input sentence (o g ∈ O g ), while O ǧ is another feature matrix, generated by Ǧ for the tokens (o ǧ ∈ O ǧ).",Regulation with Memory Suppressor,"The higher the similarity, the greater the loss.",NC,
2654,"The higher the similarity, the greater the loss.",511,5,50,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"Thus, we utilize the matrix approximation between O g and O ǧ for measuring the loss of self-regulation learning L dif f .",Regulation with Memory Suppressor,"During training, the generator G is required to develop the parameters θ g to minimize the loss: θ g = argmin L dif f (o g , o ǧ) (4) We present in detail the matrix approximate calculation in section 4.4, where the squared Frobenius norm (Bousmalis et al., 2016) is used.",NC,
2655,"During training, the generator G is required to develop the parameters θ g to minimize the loss: θ g = argmin L dif f (o g , o ǧ) (4) We present in detail the matrix approximate calculation in section 4.4, where the squared Frobenius norm (Bousmalis et al., 2016) is used.",512,5,51,Regulation with Memory Suppressor,Regulation with Memory Suppressor,"The higher the similarity, the greater the loss.",Learning to Predict,"We incorporate the cooperative network with the GAN, and enhance their learning by joint training.",NC,
2656,"We incorporate the cooperative network with the GAN, and enhance their learning by joint training.",513,5,52,Learning to Predict,Regulation with Memory Suppressor,"During training, the generator G is required to develop the parameters θ g to minimize the loss: θ g = argmin L dif f (o g , o ǧ) (4) We present in detail the matrix approximate calculation in section 4.4, where the squared Frobenius norm (Bousmalis et al., 2016) is used.",Learning to Predict,"In the 4-member incorporation, i.e., {G, Ǧ, D and Ď}, the primary beneficiary is the lucky professor D. It can benefit from both the cooperation in channel 1 and the competition in channel 2.",NC,
