text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"+ U ĩh t−1 + b ĩ) (10) Following the properties of the cumax() activation, the values in the master forget gate are monotonically increasing from 0 to 1, and those in the master input gate are monotonically decreasing from 1 to 0.",6430030,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"Based on the cumax() function, we introduce a master forget gate ft and a master input gate ĩt : ft = cumax(W f x t",STRUCTURED GATING MECHANISM,These gates serve as high-level control for the update operations of cell states.,STRUCTURED GATING MECHANISM,
These gates serve as high-level control for the update operations of cell states.,6430031,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"+ U ĩh t−1 + b ĩ) (10) Following the properties of the cumax() activation, the values in the master forget gate are monotonically increasing from 0 to 1, and those in the master input gate are monotonically decreasing from 1 to 0.",STRUCTURED GATING MECHANISM,"Using the master gates, we define a new update rule: ω t = ft • ĩt (11) ft = f t • ω t",STRUCTURED GATING MECHANISM,
"Using the master gates, we define a new update rule: ω t = ft • ĩt (11) ft = f t • ω t",6430032,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,These gates serve as high-level control for the update operations of cell states.,STRUCTURED GATING MECHANISM,"− ft ) ( ) c t = ft • c t−1 + ît • ĉt In order to explain the intuition behind the new update rule, we assume that the master gates are binary: •",STRUCTURED GATING MECHANISM,
"− ft ) ( ) c t = ft • c t−1 + ît • ĉt In order to explain the intuition behind the new update rule, we assume that the master gates are binary: •",6430033,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"Using the master gates, we define a new update rule: ω t = ft • ĩt (11) ft = f t • ω t",STRUCTURED GATING MECHANISM,The master forget gate ft controls the erasing behavior of the model.,STRUCTURED GATING MECHANISM,
The master forget gate ft controls the erasing behavior of the model.,6430034,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"− ft ) ( ) c t = ft • c t−1 + ît • ĉt In order to explain the intuition behind the new update rule, we assume that the master gates are binary: •",STRUCTURED GATING MECHANISM,", 1) and the split point is d f t .",STRUCTURED GATING MECHANISM,
", 1) and the split point is d f t .",6430035,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,The master forget gate ft controls the erasing behavior of the model.,STRUCTURED GATING MECHANISM,Given the Eq.,STRUCTURED GATING MECHANISM,
Given the Eq.,6430036,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,", 1) and the split point is d f t .",STRUCTURED GATING MECHANISM,"( 12) and ( 14), the information stored in the first d f t neurons of the previous cell state c t−1 will be completely erased.",STRUCTURED GATING MECHANISM,
"( 12) and ( 14), the information stored in the first d f t neurons of the previous cell state c t−1 will be completely erased.",6430037,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,Given the Eq.,STRUCTURED GATING MECHANISM,"In a parse tree (e.g. Figure 2(a)), this operation is akin to closing previous constituents.",STRUCTURED GATING MECHANISM,
"In a parse tree (e.g. Figure 2(a)), this operation is akin to closing previous constituents.",6430038,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"( 12) and ( 14), the information stored in the first d f t neurons of the previous cell state c t−1 will be completely erased.",STRUCTURED GATING MECHANISM,"A large number of zeroed neurons, i.e. a large d f t , represents the end of a high-level constituent in the parse tree, as most of the information in the state will be discarded.",STRUCTURED GATING MECHANISM,
"A large number of zeroed neurons, i.e. a large d f t , represents the end of a high-level constituent in the parse tree, as most of the information in the state will be discarded.",6430039,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"In a parse tree (e.g. Figure 2(a)), this operation is akin to closing previous constituents.",STRUCTURED GATING MECHANISM,"Conversely, a small d f t represents the end of a low-level constituent as high-level information is kept for further processing. ",STRUCTURED GATING MECHANISM,
"Conversely, a small d f t represents the end of a low-level constituent as high-level information is kept for further processing. ",6430040,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"A large number of zeroed neurons, i.e. a large d f t , represents the end of a high-level constituent in the parse tree, as most of the information in the state will be discarded.",STRUCTURED GATING MECHANISM,The master input gate ĩt is meant to control the writing mechanism of the model.,STRUCTURED GATING MECHANISM,
The master input gate ĩt is meant to control the writing mechanism of the model.,6430041,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"Conversely, a small d f t represents the end of a low-level constituent as high-level information is kept for further processing. ",STRUCTURED GATING MECHANISM,", 0) and the split point is d",STRUCTURED GATING MECHANISM,
", 0) and the split point is d",6430042,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,The master input gate ĩt is meant to control the writing mechanism of the model.,STRUCTURED GATING MECHANISM,a large d i t means that the current input x t contains long-term information that needs to be preserved for several time steps.,STRUCTURED GATING MECHANISM,
a large d i t means that the current input x t contains long-term information that needs to be preserved for several time steps.,6430043,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,", 0) and the split point is d",STRUCTURED GATING MECHANISM,"Conversely, a small d i t means that the current input x t just provides local information that could be erased by ft in the next few time steps. ",STRUCTURED GATING MECHANISM,
"Conversely, a small d i t means that the current input x t just provides local information that could be erased by ft in the next few time steps. ",6430044,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,a large d i t means that the current input x t contains long-term information that needs to be preserved for several time steps.,STRUCTURED GATING MECHANISM,The product of the two master gates ω t represents the overlap of ft and ĩt .,STRUCTURED GATING MECHANISM,
The product of the two master gates ω t represents the overlap of ft and ĩt .,6430045,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"Conversely, a small d i t means that the current input x t just provides local information that could be erased by ft in the next few time steps. ",STRUCTURED GATING MECHANISM,"Whenever an overlap exists (∃k, ω tk > 0), the corresponding segment of neurons encodes the incomplete constituents that contain some previous words and the current input word x t .",STRUCTURED GATING MECHANISM,
